Tiempo (s),Señal (V),Fecha y Hora
0.0,0.8304455995094031,2025-04-04 11:32:31
0.1001001001001001,0.8278740423265845,2025-04-04 11:32:31
0.2002002002002002,0.8256239297916181,2025-04-04 11:32:31
0.3003003003003003,0.8253024851437658,2025-04-04 11:32:31
0.4004004004004004,0.8236952619045042,2025-04-04 11:32:31
0.5005005005005005,0.8343029352836311,2025-04-04 11:32:31
0.6006006006006006,0.8416961621842347,2025-04-04 11:32:31
0.7007007007007008,0.8407318282406777,2025-04-04 11:32:31
0.8008008008008008,0.8320528227486648,2025-04-04 11:32:31
0.9009009009009009,0.8243381512002088,2025-04-04 11:32:31
1.001001001001001,0.8220880386652425,2025-04-04 11:32:31
1.1011011011011012,0.8214451493695378,2025-04-04 11:32:31
1.2012012012012012,0.8230523726087995,2025-04-04 11:32:31
1.3013013013013013,0.8240167065523565,2025-04-04 11:32:31
1.4014014014014016,0.8233738172566518,2025-04-04 11:32:31
1.5015015015015016,0.8349458245793357,2025-04-04 11:32:31
1.6016016016016017,0.8371959371143021,2025-04-04 11:32:31
1.7017017017017018,0.8285169316222891,2025-04-04 11:32:31
1.8018018018018018,0.8275525976787321,2025-04-04 11:32:31
1.9019019019019021,0.8256239297916181,2025-04-04 11:32:31
2.002002002002002,0.8249810404959135,2025-04-04 11:32:31
2.1021021021021022,0.8246595958480611,2025-04-04 11:32:31
2.2022022022022023,0.8384817157057114,2025-04-04 11:32:31
2.3023023023023024,0.84105327288853,2025-04-04 11:32:31
2.4024024024024024,0.8375173817621544,2025-04-04 11:32:31
2.5025025025025025,0.8272311530308798,2025-04-04 11:32:31
2.6026026026026026,0.8227309279609472,2025-04-04 11:32:31
2.702702702702703,0.8217665940173902,2025-04-04 11:32:31
2.802802802802803,0.8224094833130948,2025-04-04 11:32:31
2.902902902902903,0.8236952619045042,2025-04-04 11:32:31
3.0030030030030033,0.8243381512002088,2025-04-04 11:32:31
3.1031031031031033,0.8240167065523565,2025-04-04 11:32:31
3.2032032032032034,0.8375173817621544,2025-04-04 11:32:31
3.3033033033033035,0.8317313781008124,2025-04-04 11:32:31
3.4034034034034035,0.8288383762701415,2025-04-04 11:32:31
3.5035035035035036,0.8272311530308798,2025-04-04 11:32:31
3.6036036036036037,0.8259453744394705,2025-04-04 11:32:31
3.7037037037037037,0.8240167065523565,2025-04-04 11:32:31
3.8038038038038042,0.8288383762701415,2025-04-04 11:32:31
3.9039039039039043,0.8413747175363824,2025-04-04 11:32:31
4.004004004004004,0.8413747175363824,2025-04-04 11:32:31
4.104104104104104,0.8346243799314834,2025-04-04 11:32:31
4.2042042042042045,0.8249810404959135,2025-04-04 11:32:31
4.3043043043043046,0.8220880386652425,2025-04-04 11:32:31
4.404404404404405,0.8217665940173902,2025-04-04 11:32:31
4.504504504504505,0.8227309279609472,2025-04-04 11:32:31
4.604604604604605,0.8240167065523565,2025-04-04 11:32:31
4.704704704704705,0.8243381512002088,2025-04-04 11:32:31
4.804804804804805,0.8310884888051078,2025-04-04 11:32:31
4.904904904904905,0.8381602710578591,2025-04-04 11:32:31
5.005005005005005,0.8294812655658461,2025-04-04 11:32:31
5.105105105105105,0.8275525976787321,2025-04-04 11:32:31
5.205205205205205,0.8262668190873228,2025-04-04 11:32:31
5.305305305305305,0.8253024851437658,2025-04-04 11:32:31
5.405405405405406,0.8233738172566518,2025-04-04 11:32:31
5.505505505505506,0.8352672692271881,2025-04-04 11:32:31
5.605605605605606,0.8413747175363824,2025-04-04 11:32:31
5.705705705705706,0.8391246050014161,2025-04-04 11:32:31
5.805805805805806,0.8294812655658461,2025-04-04 11:32:31
5.9059059059059065,0.8224094833130948,2025-04-04 11:32:31
6.0060060060060065,0.8211237047216855,2025-04-04 11:32:31
6.106106106106107,0.8214451493695378,2025-04-04 11:32:31
6.206206206206207,0.8230523726087995,2025-04-04 11:32:31
6.306306306306307,0.8236952619045042,2025-04-04 11:32:31
6.406406406406407,0.8236952619045042,2025-04-04 11:32:31
6.506506506506507,0.8365530478185974,2025-04-04 11:32:31
6.606606606606607,0.8336600459879264,2025-04-04 11:32:31
6.706706706706707,0.8281954869744368,2025-04-04 11:32:31
6.806806806806807,0.8269097083830275,2025-04-04 11:32:31
6.906906906906907,0.8249810404959135,2025-04-04 11:32:31
7.007007007007007,0.8246595958480611,2025-04-04 11:32:31
7.107107107107107,0.8243381512002088,2025-04-04 11:32:31
7.207207207207207,0.8384817157057114,2025-04-04 11:32:31
7.307307307307307,0.8416961621842347,2025-04-04 11:32:31
7.407407407407407,0.8355887138750404,2025-04-04 11:32:31
7.507507507507508,0.8259453744394705,2025-04-04 11:32:31
7.6076076076076085,0.8217665940173902,2025-04-04 11:32:31
7.7077077077077085,0.8208022600738332,2025-04-04 11:32:31
7.807807807807809,0.8220880386652425,2025-04-04 11:32:31
7.907907907907909,0.8230523726087995,2025-04-04 11:32:31
8.008008008008009,0.8233738172566518,2025-04-04 11:32:31
8.108108108108109,0.8230523726087995,2025-04-04 11:32:31
8.208208208208209,0.8368744924664497,2025-04-04 11:32:31
8.308308308308309,0.8301241548615508,2025-04-04 11:32:31
8.408408408408409,0.8275525976787321,2025-04-04 11:32:31
8.508508508508509,0.8256239297916181,2025-04-04 11:32:31
8.608608608608609,0.8243381512002088,2025-04-04 11:32:31
8.70870870870871,0.8227309279609472,2025-04-04 11:32:31
8.80880880880881,0.8256239297916181,2025-04-04 11:32:31
8.90890890890891,0.8394460496492684,2025-04-04 11:32:31
9.00900900900901,0.840088938944973,2025-04-04 11:32:31
9.10910910910911,0.8317313781008124,2025-04-04 11:32:31
9.20920920920921,0.8224094833130948,2025-04-04 11:32:31
9.30930930930931,0.8204808154259808,2025-04-04 11:32:31
9.40940940940941,0.8204808154259808,2025-04-04 11:32:31
9.50950950950951,0.8211237047216855,2025-04-04 11:32:31
9.60960960960961,0.8227309279609472,2025-04-04 11:32:31
9.70970970970971,0.8224094833130948,2025-04-04 11:32:31
9.80980980980981,0.8301241548615508,2025-04-04 11:32:31
9.90990990990991,0.8362316031707451,2025-04-04 11:32:31
10.01001001001001,0.8269097083830275,2025-04-04 11:32:31
10.11011011011011,0.8249810404959135,2025-04-04 11:32:31
10.21021021021021,0.8233738172566518,2025-04-04 11:32:31
10.31031031031031,0.8227309279609472,2025-04-04 11:32:31
10.41041041041041,0.8201593707781285,2025-04-04 11:32:31
10.51051051051051,0.8330171566922218,2025-04-04 11:32:31
10.61061061061061,0.8391246050014161,2025-04-04 11:32:31
10.710710710710712,0.8352672692271881,2025-04-04 11:32:31
10.810810810810812,0.8259453744394705,2025-04-04 11:32:31
10.910910910910912,0.8191950368345715,2025-04-04 11:32:31
11.011011011011012,0.8175878135953099,2025-04-04 11:32:31
11.111111111111112,0.8182307028910145,2025-04-04 11:32:31
11.211211211211213,0.8191950368345715,2025-04-04 11:32:31
11.311311311311313,0.8198379261302762,2025-04-04 11:32:31
11.411411411411413,0.8188735921867192,2025-04-04 11:32:31
11.511511511511513,0.8310884888051078,2025-04-04 11:32:31
11.611611611611613,0.8291598209179938,2025-04-04 11:32:31
11.711711711711713,0.8233738172566518,2025-04-04 11:32:31
11.811811811811813,0.8220880386652425,2025-04-04 11:32:31
11.911911911911913,0.8208022600738332,2025-04-04 11:32:31
12.012012012012013,0.8195164814824238,2025-04-04 11:32:31
12.112112112112113,0.8188735921867192,2025-04-04 11:32:31
12.212212212212213,0.8166234796517529,2025-04-04 11:32:31
12.312312312312313,0.8333386013400741,2025-04-04 11:32:31
12.412412412412413,0.8272311530308798,2025-04-04 11:32:31
12.512512512512513,0.8179092582431622,2025-04-04 11:32:31
12.612612612612613,0.8143733671167865,2025-04-04 11:32:31
12.712712712712714,0.8150162564124912,2025-04-04 11:32:31
12.812812812812814,0.8150162564124912,2025-04-04 11:32:31
12.912912912912914,0.8169449242996052,2025-04-04 11:32:31
13.013013013013014,0.8169449242996052,2025-04-04 11:32:31
13.113113113113114,0.8208022600738332,2025-04-04 11:32:31
13.213213213213214,0.8304455995094031,2025-04-04 11:32:31
13.313313313313314,0.8233738172566518,2025-04-04 11:32:31
13.413413413413414,0.8198379261302762,2025-04-04 11:32:31
13.513513513513514,0.8182307028910145,2025-04-04 11:32:31
13.613613613613614,0.8175878135953099,2025-04-04 11:32:31
13.713713713713714,0.8153377010603435,2025-04-04 11:32:31
13.813813813813814,0.8201593707781285,2025-04-04 11:32:31
13.913913913913914,0.8326957120443694,2025-04-04 11:32:31
14.014014014014014,0.8310884888051078,2025-04-04 11:32:31
14.114114114114114,0.8233738172566518,2025-04-04 11:32:31
14.214214214214214,0.8140519224689342,2025-04-04 11:32:31
14.314314314314315,0.8118018099339679,2025-04-04 11:32:31
14.414414414414415,0.8114803652861156,2025-04-04 11:32:31
14.514514514514515,0.8130875885253772,2025-04-04 11:32:31
14.614614614614615,0.8134090331732295,2025-04-04 11:32:31
14.714714714714715,0.8130875885253772,2025-04-04 11:32:31
14.814814814814815,0.8230523726087995,2025-04-04 11:32:31
14.914914914914915,0.8272311530308798,2025-04-04 11:32:31
15.015015015015017,0.8175878135953099,2025-04-04 11:32:31
15.115115115115117,0.8156591457081959,2025-04-04 11:32:31
15.215215215215217,0.8146948117646389,2025-04-04 11:32:31
15.315315315315317,0.8127661438775249,2025-04-04 11:32:31
15.415415415415417,0.8101945866947062,2025-04-04 11:32:31
15.515515515515517,0.8243381512002088,2025-04-04 11:32:31
15.615615615615617,0.8281954869744368,2025-04-04 11:32:31
15.715715715715717,0.8246595958480611,2025-04-04 11:32:31
15.815815815815817,0.8153377010603435,2025-04-04 11:32:31
15.915915915915917,0.8089088081032969,2025-04-04 11:32:31
16.016016016016017,0.8066586955683306,2025-04-04 11:32:31
16.116116116116117,0.8073015848640352,2025-04-04 11:32:31
16.216216216216218,0.8082659188075922,2025-04-04 11:32:31
16.316316316316318,0.8085873634554446,2025-04-04 11:32:31
16.416416416416418,0.8076230295118876,2025-04-04 11:32:31
16.516516516516518,0.8211237047216855,2025-04-04 11:32:31
16.616616616616618,0.8156591457081959,2025-04-04 11:32:31
16.716716716716718,0.8118018099339679,2025-04-04 11:32:31
16.816816816816818,0.8108374759904109,2025-04-04 11:32:31
16.916916916916918,0.8089088081032969,2025-04-04 11:32:31
17.017017017017018,0.8073015848640352,2025-04-04 11:32:31
17.117117117117118,0.8092302527511492,2025-04-04 11:32:31
17.217217217217218,0.8230523726087995,2025-04-04 11:32:31
17.31731731731732,0.8240167065523565,2025-04-04 11:32:31
17.41741741741742,0.8172663689474575,2025-04-04 11:32:31
17.51751751751752,0.8073015848640352,2025-04-04 11:32:31
17.61761761761762,0.8037656937376596,2025-04-04 11:32:31
17.71771771771772,0.8037656937376596,2025-04-04 11:32:31
17.81781781781782,0.8040871383855119,2025-04-04 11:32:31
17.91791791791792,0.8040871383855119,2025-04-04 11:32:31
18.01801801801802,0.8056943616247736,2025-04-04 11:32:31
18.11811811811812,0.8118018099339679,2025-04-04 11:32:31
18.21821821821822,0.8195164814824238,2025-04-04 11:32:31
18.31831831831832,0.8101945866947062,2025-04-04 11:32:31
18.41841841841842,0.8085873634554446,2025-04-04 11:32:31
18.51851851851852,0.8076230295118876,2025-04-04 11:32:31
18.61861861861862,0.8056943616247736,2025-04-04 11:32:31
18.71871871871872,0.8037656937376596,2025-04-04 11:32:31
18.81881881881882,0.8114803652861156,2025-04-04 11:32:31
18.91891891891892,0.8217665940173902,2025-04-04 11:32:31
19.01901901901902,0.8195164814824238,2025-04-04 11:32:31
19.11911911911912,0.8118018099339679,2025-04-04 11:32:31
19.21921921921922,0.8028013597941026,2025-04-04 11:32:31
19.31931931931932,0.8018370258505456,2025-04-04 11:32:31
19.41941941941942,0.8015155812026933,2025-04-04 11:32:31
19.51951951951952,0.802158470498398,2025-04-04 11:32:31
19.61961961961962,0.8031228044419549,2025-04-04 11:32:31
19.71971971971972,0.8028013597941026,2025-04-04 11:32:31
19.81981981981982,0.8150162564124912,2025-04-04 11:32:31
19.91991991991992,0.8140519224689342,2025-04-04 11:32:31
20.02002002002002,0.8076230295118876,2025-04-04 11:32:31
20.12012012012012,0.8063372509204783,2025-04-04 11:32:31
20.22022022022022,0.8050514723290689,2025-04-04 11:32:31
20.32032032032032,0.8037656937376596,2025-04-04 11:32:31
20.42042042042042,0.8028013597941026,2025-04-04 11:32:31
20.52052052052052,0.8169449242996052,2025-04-04 11:32:31
20.62062062062062,0.8204808154259808,2025-04-04 11:32:31
20.72072072072072,0.8150162564124912,2025-04-04 11:32:31
20.82082082082082,0.8060158062726259,2025-04-04 11:32:31
20.92092092092092,0.7999083579634316,2025-04-04 11:32:31
21.02102102102102,0.7989440240198746,2025-04-04 11:32:31
21.12112112112112,0.7999083579634316,2025-04-04 11:32:31
21.22122122122122,0.801194136554841,2025-04-04 11:32:31
21.32132132132132,0.802158470498398,2025-04-04 11:32:31
21.421421421421424,0.8073015848640352,2025-04-04 11:32:31
21.521521521521525,0.8159805903560482,2025-04-04 11:32:31
21.621621621621625,0.8079444741597399,2025-04-04 11:32:31
21.721721721721725,0.8063372509204783,2025-04-04 11:32:31
21.821821821821825,0.8047300276812166,2025-04-04 11:32:31
21.921921921921925,0.8034442490898073,2025-04-04 11:32:31
22.022022022022025,0.8015155812026933,2025-04-04 11:32:31
22.122122122122125,0.8079444741597399,2025-04-04 11:32:31
22.222222222222225,0.8188735921867192,2025-04-04 11:32:31
22.322322322322325,0.8182307028910145,2025-04-04 11:32:31
22.422422422422425,0.8118018099339679,2025-04-04 11:32:31
22.522522522522525,0.8015155812026933,2025-04-04 11:32:31
22.622622622622625,0.7995869133155793,2025-04-04 11:32:31
22.722722722722725,0.7986225793720223,2025-04-04 11:32:31
22.822822822822825,0.7995869133155793,2025-04-04 11:32:31
22.922922922922925,0.8008726919069886,2025-04-04 11:32:31
23.023023023023026,0.801194136554841,2025-04-04 11:32:31
23.123123123123126,0.8095516973990016,2025-04-04 11:32:31
23.223223223223226,0.8121232545818202,2025-04-04 11:32:31
23.323323323323326,0.8060158062726259,2025-04-04 11:32:31
23.423423423423426,0.8050514723290689,2025-04-04 11:32:31
23.523523523523526,0.8034442490898073,2025-04-04 11:32:31
23.623623623623626,0.8028013597941026,2025-04-04 11:32:31
23.723723723723726,0.801194136554841,2025-04-04 11:32:31
23.823823823823826,0.8143733671167865,2025-04-04 11:32:31
23.923923923923926,0.8188735921867192,2025-04-04 11:32:31
24.024024024024026,0.8150162564124912,2025-04-04 11:32:31
24.124124124124126,0.8050514723290689,2025-04-04 11:32:31
24.224224224224226,0.7989440240198746,2025-04-04 11:32:31
24.324324324324326,0.7976582454284653,2025-04-04 11:32:31
24.424424424424426,0.7979796900763176,2025-04-04 11:32:31
24.524524524524526,0.7989440240198746,2025-04-04 11:32:31
24.624624624624627,0.800229802611284,2025-04-04 11:32:31
24.724724724724727,0.799265468667727,2025-04-04 11:32:31
24.824824824824827,0.8137304778210819,2025-04-04 11:32:31
24.924924924924927,0.8079444741597399,2025-04-04 11:32:31
25.025025025025027,0.8047300276812166,2025-04-04 11:32:31
25.125125125125127,0.8040871383855119,2025-04-04 11:32:31
25.225225225225227,0.802158470498398,2025-04-04 11:32:31
25.325325325325327,0.8015155812026933,2025-04-04 11:32:31
25.425425425425427,0.8018370258505456,2025-04-04 11:32:31
25.525525525525527,0.8169449242996052,2025-04-04 11:32:31
25.625625625625627,0.8175878135953099,2025-04-04 11:32:31
25.725725725725727,0.8111589206382632,2025-04-04 11:32:31
25.825825825825827,0.8015155812026933,2025-04-04 11:32:31
25.925925925925927,0.7979796900763176,2025-04-04 11:32:31
26.026026026026027,0.7970153561327606,2025-04-04 11:32:31
26.126126126126128,0.79830113472417,2025-04-04 11:32:31
26.226226226226228,0.799265468667727,2025-04-04 11:32:31
26.326326326326328,0.800229802611284,2025-04-04 11:32:31
26.426426426426428,0.8079444741597399,2025-04-04 11:32:31
26.526526526526528,0.8130875885253772,2025-04-04 11:32:31
26.626626626626628,0.8060158062726259,2025-04-04 11:32:31
26.726726726726728,0.8040871383855119,2025-04-04 11:32:31
26.826826826826828,0.8028013597941026,2025-04-04 11:32:31
26.926926926926928,0.8015155812026933,2025-04-04 11:32:31
27.027027027027028,0.8005512472591363,2025-04-04 11:32:31
27.127127127127128,0.8066586955683306,2025-04-04 11:32:31
27.227227227227228,0.8182307028910145,2025-04-04 11:32:31
27.32732732732733,0.8159805903560482,2025-04-04 11:32:31
27.42742742742743,0.8092302527511492,2025-04-04 11:32:31
27.52752752752753,0.800229802611284,2025-04-04 11:32:31
27.62762762762763,0.7976582454284653,2025-04-04 11:32:31
27.72772772772773,0.797336800780613,2025-04-04 11:32:31
27.82782782782783,0.7989440240198746,2025-04-04 11:32:31
27.92792792792793,0.7989440240198746,2025-04-04 11:32:31
28.02802802802803,0.7999083579634316,2025-04-04 11:32:31
28.12812812812813,0.8127661438775249,2025-04-04 11:32:31
28.22822822822823,0.8085873634554446,2025-04-04 11:32:31
28.32832832832833,0.8050514723290689,2025-04-04 11:32:31
28.42842842842843,0.8044085830333643,2025-04-04 11:32:31
28.52852852852853,0.8031228044419549,2025-04-04 11:32:31
28.62862862862863,0.8015155812026933,2025-04-04 11:32:31
28.72872872872873,0.8005512472591363,2025-04-04 11:32:31
28.82882882882883,0.8146948117646389,2025-04-04 11:32:31
28.92892892892893,0.8182307028910145,2025-04-04 11:32:31
29.02902902902903,0.8140519224689342,2025-04-04 11:32:31
29.12912912912913,0.8047300276812166,2025-04-04 11:32:31
29.22922922922923,0.7986225793720223,2025-04-04 11:32:31
29.32932932932933,0.7976582454284653,2025-04-04 11:32:31
29.42942942942943,0.7986225793720223,2025-04-04 11:32:31
29.52952952952953,0.7995869133155793,2025-04-04 11:32:31
29.62962962962963,0.800229802611284,2025-04-04 11:32:31
29.72972972972973,0.8047300276812166,2025-04-04 11:32:31
29.82982982982983,0.8146948117646389,2025-04-04 11:32:31
29.929929929929934,0.8073015848640352,2025-04-04 11:32:31
30.030030030030034,0.8053729169769213,2025-04-04 11:32:31
30.130130130130134,0.8044085830333643,2025-04-04 11:32:31
30.230230230230234,0.8031228044419549,2025-04-04 11:32:31
30.330330330330334,0.8015155812026933,2025-04-04 11:32:31
30.430430430430434,0.8024799151462503,2025-04-04 11:32:31
30.530530530530534,0.8172663689474575,2025-04-04 11:32:31
30.630630630630634,0.8179092582431622,2025-04-04 11:32:31
30.730730730730734,0.8111589206382632,2025-04-04 11:32:31
30.830830830830834,0.801194136554841,2025-04-04 11:32:31
30.930930930930934,0.79830113472417,2025-04-04 11:32:31
31.031031031031034,0.7979796900763176,2025-04-04 11:32:31
31.131131131131134,0.7989440240198746,2025-04-04 11:32:31
31.231231231231234,0.7995869133155793,2025-04-04 11:32:31
31.331331331331334,0.800229802611284,2025-04-04 11:32:31
31.431431431431434,0.8111589206382632,2025-04-04 11:32:31
31.531531531531535,0.8098731420468539,2025-04-04 11:32:31
31.631631631631635,0.8056943616247736,2025-04-04 11:32:31
31.731731731731735,0.8044085830333643,2025-04-04 11:32:31
31.831831831831835,0.8031228044419549,2025-04-04 11:32:31
31.931931931931935,0.8024799151462503,2025-04-04 11:32:31
32.032032032032035,0.801194136554841,2025-04-04 11:32:31
32.132132132132135,0.8101945866947062,2025-04-04 11:32:31
32.232232232232235,0.8182307028910145,2025-04-04 11:32:31
32.332332332332335,0.8153377010603435,2025-04-04 11:32:31
32.432432432432435,0.8073015848640352,2025-04-04 11:32:31
32.532532532532535,0.799265468667727,2025-04-04 11:32:31
32.632632632632635,0.7976582454284653,2025-04-04 11:32:31
32.732732732732735,0.797336800780613,2025-04-04 11:32:31
32.832832832832835,0.7986225793720223,2025-04-04 11:32:31
32.932932932932935,0.799265468667727,2025-04-04 11:32:31
